#{"t_start": 1775970332.082854, "env_id": "FetchReach-v4"}
r,l,t
-41.0,50,53.806824
-48.0,50,53.916807
-50.0,50,54.028792
-50.0,50,54.143551
-50.0,50,54.253465
-50.0,50,54.372305
-50.0,50,54.48598
-50.0,50,54.595389
-50.0,50,54.712596
-50.0,50,54.825943
-50.0,50,54.940861
-49.0,50,55.054481
-50.0,50,55.169032
-46.0,50,55.278581
-50.0,50,55.392702
-50.0,50,55.819348
-50.0,50,55.937688
-50.0,50,56.054488
-50.0,50,56.168025
-50.0,50,56.28133
-50.0,50,56.401701
-50.0,50,56.518068
-50.0,50,56.634109
-50.0,50,56.744516
-50.0,50,56.859504
-48.0,50,56.974381
-50.0,50,57.088079
-50.0,50,57.204367
-50.0,50,57.32333
-50.0,50,57.438718
-42.0,50,57.553645
-50.0,50,57.671934
-50.0,50,57.783658
-50.0,50,57.895507
-50.0,50,58.008929
-50.0,50,58.117519
-47.0,50,58.233716
-50.0,50,58.347021
-50.0,50,58.46471
-50.0,50,58.581897
-50.0,50,58.692995
-50.0,50,58.80655
-50.0,50,58.92194
-50.0,50,59.036196
-50.0,50,59.146275
-49.0,50,59.260321
-50.0,50,59.373953
-50.0,50,59.490636
-48.0,50,59.601826
-50.0,50,59.723493
-50.0,50,59.841057
-50.0,50,59.954393
-50.0,50,60.071276
-50.0,50,60.184003
-50.0,50,60.297478
-50.0,50,60.412575
-50.0,50,60.844074
-50.0,50,60.959698
-50.0,50,61.072319
-50.0,50,61.190692
-50.0,50,61.311245
-50.0,50,61.424646
-50.0,50,61.549539
-50.0,50,61.665419
-50.0,50,61.783145
-50.0,50,61.896661
-50.0,50,62.007472
-50.0,50,62.124793
-50.0,50,62.240926
-50.0,50,62.352827
-50.0,50,62.465304
-50.0,50,62.576803
-50.0,50,62.690459
-50.0,50,62.809263
-50.0,50,62.923816
-50.0,50,63.039243
-50.0,50,63.151487
-48.0,50,63.27305
-50.0,50,63.390735
-48.0,50,63.51264
-50.0,50,63.640775
-50.0,50,63.770966
-50.0,50,63.898484
-50.0,50,64.019568
-50.0,50,64.132877
-50.0,50,64.247581
-50.0,50,64.362633
-50.0,50,64.476542
-50.0,50,64.58654
-50.0,50,64.69999
-50.0,50,64.810866
-50.0,50,64.924555
-50.0,50,65.03722
-50.0,50,65.149109
-50.0,50,65.2671
-50.0,50,65.380653
-50.0,50,65.495283
-50.0,50,65.925396
-50.0,50,66.042845
-50.0,50,66.16066
-48.0,50,66.272825
-50.0,50,66.389818
-50.0,50,66.504771
-50.0,50,66.615999
-50.0,50,66.732518
-50.0,50,66.846436
-50.0,50,66.96527
-50.0,50,67.077453
-50.0,50,67.195864
-48.0,50,67.307791
-50.0,50,67.420795
-50.0,50,67.531032
-50.0,50,67.647656
-50.0,50,67.762342
-50.0,50,67.877637
-50.0,50,67.996397
-46.0,50,68.111344
-50.0,50,68.222772
-50.0,50,68.334574
-47.0,50,68.451685
-50.0,50,68.5645
-50.0,50,68.679256
-50.0,50,68.795334
-48.0,50,68.906358
-47.0,50,69.023711
-50.0,50,69.138771
-50.0,50,69.250958
-50.0,50,69.370799
-50.0,50,69.481637
-50.0,50,69.595925
-50.0,50,69.713392
-50.0,50,69.825315
-45.0,50,69.940327
-50.0,50,70.058338
-50.0,50,70.179661
-50.0,50,70.293552
-50.0,50,70.408245
-50.0,50,70.52957
-50.0,50,70.959833
-50.0,50,71.071806
-48.0,50,71.186027
-50.0,50,71.297504
-50.0,50,71.407757
-44.0,50,71.528567
-50.0,50,71.640868
-48.0,50,71.755034
-50.0,50,71.867486
-49.0,50,71.977934
-50.0,50,72.090173
-50.0,50,72.201354
-48.0,50,72.319134
-50.0,50,72.434081
-50.0,50,72.547881
-50.0,50,72.662741
-49.0,50,72.777557
-46.0,50,72.889135
-48.0,50,72.999751
-50.0,50,73.113018
-41.0,50,73.228525
-50.0,50,73.342987
-50.0,50,73.456375
-50.0,50,73.569077
-50.0,50,73.685692
-50.0,50,73.797822
-50.0,50,73.909057
-50.0,50,74.517255
-49.0,50,74.634875
-50.0,50,74.744058
-50.0,50,74.854082
-50.0,50,74.975956
-50.0,50,75.090232
-48.0,50,75.206919
-50.0,50,75.318854
-50.0,50,75.430748
-50.0,50,75.540576
-50.0,50,75.659765
-50.0,50,75.778401
-50.0,50,75.888349
-50.0,50,76.005689
-50.0,50,76.439792
-50.0,50,76.550917
-50.0,50,76.664485
-50.0,50,76.781404
-50.0,50,76.895368
-50.0,50,77.012059
-45.0,50,77.12709
-50.0,50,77.242506
-47.0,50,77.35619
-50.0,50,77.473547
-50.0,50,77.585605
-50.0,50,77.699205
-50.0,50,77.811784
-50.0,50,77.926113
-39.0,50,78.038313
-50.0,50,78.158197
-50.0,50,78.271052
-50.0,50,78.384122
-48.0,50,78.497758
-50.0,50,78.611706
-50.0,50,78.72976
-50.0,50,78.845441
-50.0,50,78.959246
-50.0,50,79.074377
-48.0,50,79.187006
-50.0,50,79.303258
-46.0,50,79.416058
-50.0,50,79.528435
-49.0,50,79.646212
-50.0,50,79.762967
-50.0,50,79.877878
-50.0,50,79.999564
-50.0,50,80.115026
-50.0,50,80.228172
-50.0,50,80.3428
-50.0,50,80.455792
-50.0,50,80.570829
-50.0,50,80.681394
-50.0,50,80.795672
-50.0,50,80.911969
-50.0,50,81.027385
-50.0,50,81.45578
-50.0,50,81.569413
-50.0,50,81.683265
-50.0,50,81.798045
-50.0,50,81.913164
-49.0,50,82.028496
-50.0,50,82.138274
-50.0,50,82.252056
-50.0,50,82.3672
-50.0,50,82.477692
-50.0,50,82.588432
-50.0,50,82.699255
-50.0,50,82.812597
-50.0,50,82.92489
-50.0,50,83.038306
-50.0,50,83.154122
-50.0,50,83.268264
-50.0,50,83.384848
-48.0,50,83.496512
-50.0,50,83.608535
-50.0,50,83.719645
-50.0,50,83.831316
-50.0,50,83.944241
-47.0,50,84.054254
-50.0,50,84.172378
-47.0,50,84.286529
-50.0,50,84.401299
-50.0,50,84.514624
-50.0,50,84.62728
-50.0,50,84.743831
-50.0,50,84.858482
-50.0,50,84.970459
-50.0,50,85.082746
-50.0,50,85.202482
-49.0,50,85.316466
-50.0,50,85.426329
-50.0,50,85.539934
-50.0,50,85.653728
-50.0,50,85.770036
-50.0,50,85.885996
-50.0,50,85.99778
-50.0,50,86.433143
-50.0,50,86.549136
-50.0,50,86.666284
-50.0,50,86.781868
-50.0,50,86.895761
-48.0,50,87.020931
-50.0,50,87.133558
-50.0,50,87.243939
-50.0,50,87.356048
-47.0,50,87.468271
-50.0,50,87.581338
-50.0,50,87.695473
-50.0,50,87.804583
-49.0,50,87.921722
-50.0,50,88.032154
-50.0,50,88.151045
-50.0,50,88.274634
-50.0,50,88.385991
-50.0,50,88.495766
-50.0,50,88.608929
-50.0,50,88.726662
-50.0,50,88.842085
-45.0,50,88.954048
-47.0,50,89.068635
-47.0,50,89.183949
-50.0,50,89.300962
-50.0,50,89.415448
-50.0,50,89.527199
-50.0,50,89.644686
-50.0,50,89.759913
-50.0,50,89.870483
-50.0,50,89.985421
-48.0,50,90.098664
-50.0,50,90.214351
-39.0,50,90.326511
-50.0,50,90.438189
-50.0,50,90.551195
-50.0,50,90.662733
-50.0,50,90.774541
-46.0,50,90.885755
-50.0,50,90.999391
-48.0,50,91.434541
-39.0,50,91.544718
-50.0,50,91.664597
-50.0,50,91.776882
-48.0,50,91.888252
-50.0,50,92.004591
-50.0,50,92.11667
-50.0,50,92.231823
-49.0,50,92.349101
-50.0,50,92.464704
-50.0,50,92.575997
-45.0,50,92.689496
-50.0,50,92.805255
-50.0,50,92.919985
-50.0,50,93.032286
-50.0,50,93.147627
-50.0,50,93.261336
-41.0,50,93.372277
-50.0,50,93.486451
-50.0,50,93.600575
-50.0,50,93.718934
-50.0,50,93.828811
-50.0,50,93.938657
-50.0,50,94.055017
-43.0,50,94.166487
-50.0,50,94.277701
-50.0,50,94.395526
-50.0,50,94.512702
-50.0,50,94.627422
-50.0,50,94.742615
-50.0,50,94.857837
-50.0,50,94.971924
-50.0,50,95.087805
-50.0,50,95.202753
-50.0,50,95.315377
-50.0,50,95.42903
-50.0,50,95.542618
-50.0,50,95.65826
-50.0,50,95.770524
-50.0,50,95.886771
-50.0,50,95.996851
-50.0,50,96.43427
-50.0,50,96.552918
-49.0,50,96.669451
-50.0,50,96.783944
-50.0,50,96.898368
-50.0,50,97.012575
-50.0,50,97.129292
-50.0,50,97.24774
-50.0,50,97.363159
-50.0,50,97.481693
-50.0,50,97.598843
-50.0,50,97.709635
-50.0,50,97.836615
-50.0,50,97.958836
-50.0,50,98.077427
-50.0,50,98.193848
-49.0,50,98.308946
-50.0,50,98.430062
-50.0,50,98.543134
-50.0,50,98.654621
-50.0,50,98.774129
-50.0,50,98.890814
-50.0,50,99.494976
-44.0,50,99.609498
-50.0,50,99.731635
-50.0,50,99.848173
-50.0,50,99.962556
-49.0,50,100.077347
-49.0,50,100.191412
-50.0,50,100.307783
-50.0,50,100.420839
-50.0,50,100.532146
-50.0,50,100.644487
-50.0,50,100.759065
-48.0,50,100.87522
-49.0,50,100.987303
-43.0,50,101.102059
-50.0,50,101.221862
-50.0,50,101.335137
-50.0,50,101.448766
-50.0,50,101.560038
-50.0,50,101.995098
-50.0,50,102.110634
-49.0,50,102.227716
-50.0,50,102.340274
-50.0,50,102.454152
-50.0,50,102.56988
-50.0,50,102.683396
-49.0,50,102.801144
-50.0,50,102.913931
-46.0,50,103.027946
-50.0,50,103.143495
-46.0,50,103.25945
-43.0,50,103.37596
-50.0,50,103.490481
-49.0,50,103.600172
-49.0,50,103.718181
-50.0,50,103.833123
-50.0,50,103.949996
-43.0,50,104.065677
-46.0,50,104.179996
-50.0,50,104.292302
-50.0,50,104.410132
-50.0,50,104.526138
-50.0,50,104.641675
-50.0,50,104.75629
-50.0,50,104.869509
-48.0,50,104.98592
-50.0,50,105.099795
-50.0,50,105.215102
-49.0,50,105.331412
-50.0,50,105.447997
-50.0,50,105.563163
-50.0,50,105.67643
-50.0,50,105.791505
-50.0,50,105.907406
-50.0,50,106.018415
-50.0,50,106.135133
-50.0,50,106.24908
-44.0,50,106.363046
-50.0,50,106.478397
-50.0,50,106.592015
-48.0,50,107.019227
-39.0,50,107.131889
-49.0,50,107.242508
-45.0,50,107.353214
-50.0,50,107.46451
-50.0,50,107.580435
-50.0,50,107.692795
-50.0,50,107.81103
-47.0,50,107.925675
-50.0,50,108.048009
-50.0,50,108.162582
-50.0,50,108.275652
-50.0,50,108.39014
-50.0,50,108.503598
-50.0,50,108.61705
-43.0,50,108.732137
-50.0,50,108.8493
-50.0,50,108.963064
-50.0,50,109.076911
-44.0,50,109.196563
-50.0,50,109.312124
-44.0,50,109.43015
-50.0,50,109.541095
-42.0,50,109.656262
-50.0,50,109.778373
-50.0,50,109.890728
-48.0,50,110.003339
-50.0,50,110.118226
-50.0,50,110.233529
-50.0,50,110.347097
-50.0,50,110.465433
-50.0,50,110.581653
-50.0,50,110.693094
-50.0,50,110.809546
-50.0,50,110.92678
-50.0,50,111.046253
-49.0,50,111.161255
-50.0,50,111.271989
-50.0,50,111.382204
-50.0,50,111.496177
-50.0,50,111.612409
