#{"t_start": 1775966359.4315364, "env_id": "FetchReach-v4"}
r,l,t
-50.0,50,80.120939
-50.0,50,80.232487
-50.0,50,80.342047
-50.0,50,80.452256
-50.0,50,80.565239
-50.0,50,80.674217
-50.0,50,80.78448
-50.0,50,80.894917
-50.0,50,81.004314
-50.0,50,81.120628
-50.0,50,81.235331
-50.0,50,81.347222
-50.0,50,81.457577
-50.0,50,81.567632
-47.0,50,81.681137
-50.0,50,81.804423
-50.0,50,81.915347
-50.0,50,82.024192
-50.0,50,82.133673
-50.0,50,82.248935
-50.0,50,82.362158
-50.0,50,82.476447
-50.0,50,82.589777
-50.0,50,82.699526
-50.0,50,82.813027
-50.0,50,82.924786
-50.0,50,83.044151
-50.0,50,83.169431
-50.0,50,83.284585
-50.0,50,83.402681
-50.0,50,84.694145
-50.0,50,84.804285
-50.0,50,84.914291
-50.0,50,85.025165
-50.0,50,85.140888
-50.0,50,85.249552
-50.0,50,85.360988
-50.0,50,85.469901
-50.0,50,85.58168
-50.0,50,85.694794
-50.0,50,85.804555
-50.0,50,85.915512
-50.0,50,86.025571
-50.0,50,86.136314
-50.0,50,86.246141
-50.0,50,86.355587
-49.0,50,86.465343
-50.0,50,86.576457
-50.0,50,86.691098
-50.0,50,86.805398
-50.0,50,86.914497
-50.0,50,87.027088
-50.0,50,87.139527
-50.0,50,87.262596
-50.0,50,87.376884
-50.0,50,87.486254
-50.0,50,87.597001
-50.0,50,88.188582
-47.0,50,88.305582
-50.0,50,88.440146
-50.0,50,88.553792
-50.0,50,88.682566
-50.0,50,88.817698
-50.0,50,88.932227
-48.0,50,89.044506
-50.0,50,89.154416
-50.0,50,89.272755
-50.0,50,89.385616
-50.0,50,89.496952
-50.0,50,89.606795
-50.0,50,89.718256
-45.0,50,90.99392
-48.0,50,91.10348
-50.0,50,91.213829
-50.0,50,91.326272
-50.0,50,91.439992
-50.0,50,91.551041
-50.0,50,91.668432
-50.0,50,91.782776
-50.0,50,91.894922
-50.0,50,92.007826
-49.0,50,92.118638
-50.0,50,92.229469
-50.0,50,92.338969
-49.0,50,92.451982
-50.0,50,92.563902
-50.0,50,92.672969
-50.0,50,92.78401
-50.0,50,92.897864
-50.0,50,93.008855
-50.0,50,93.120661
-50.0,50,93.230221
-50.0,50,93.342049
-50.0,50,93.454618
-49.0,50,93.569949
-50.0,50,93.684571
-50.0,50,93.794437
-50.0,50,93.90554
-50.0,50,94.016059
-50.0,50,94.125884
-48.0,50,94.235377
-50.0,50,94.349241
-50.0,50,94.460431
-50.0,50,94.573174
-50.0,50,94.689128
-49.0,50,94.806184
-49.0,50,94.919253
