#{"t_start": 1775967236.1997368, "env_id": "FetchReach-v4"}
r,l,t
-9.0,50,445.975563
-14.0,50,446.488863
-8.0,50,447.004659
-2.0,50,447.524909
-1.0,50,448.050818
-7.0,50,448.569806
-1.0,50,449.096174
-2.0,50,449.683081
-34.0,50,450.26944
0.0,50,450.836792
-1.0,50,451.367617
-1.0,50,451.892633
0.0,50,452.402471
0.0,50,452.923608
-20.0,50,453.451733
-14.0,50,453.966343
-3.0,50,454.481823
-19.0,50,454.99797
-7.0,50,455.52084
-28.0,50,456.027394
-47.0,50,456.524579
-4.0,50,457.040148
-3.0,50,457.570495
-3.0,50,458.092513
-2.0,50,458.606242
-11.0,50,459.143507
-3.0,50,459.654613
-1.0,50,460.15834
-13.0,50,460.652005
-11.0,50,461.150933
-3.0,50,461.659577
-34.0,50,462.157172
-5.0,50,462.649194
-2.0,50,463.142635
-10.0,50,463.636303
-1.0,50,464.13135
-14.0,50,464.627909
-1.0,50,465.14188
-5.0,50,465.665054
-32.0,50,466.181423
-3.0,50,466.699396
-4.0,50,467.232205
-2.0,50,467.752087
-25.0,50,468.274132
-50.0,50,468.794015
-2.0,50,469.308005
-1.0,50,469.820995
-1.0,50,470.343684
-2.0,50,470.857017
-2.0,50,471.373401
-2.0,50,471.887278
-5.0,50,472.401813
-20.0,50,472.9159
-4.0,50,473.446786
-19.0,50,473.959409
-6.0,50,474.479883
-3.0,50,474.989865
-39.0,50,475.512207
-3.0,50,476.062754
-3.0,50,476.576891
-11.0,50,477.092458
0.0,50,477.605174
0.0,50,478.09948
-1.0,50,478.596565
-3.0,50,479.094465
-2.0,50,479.587702
-3.0,50,480.080158
-14.0,50,480.57234
0.0,50,481.075888
-1.0,50,481.577958
-2.0,50,482.084072
-2.0,50,482.586206
-40.0,50,483.097878
-27.0,50,483.602329
-2.0,50,484.102262
-16.0,50,484.593517
-2.0,50,485.086084
-4.0,50,485.605551
-2.0,50,486.114392
-9.0,50,486.617599
-1.0,50,487.115828
-2.0,50,487.626542
-5.0,50,488.12462
-3.0,50,488.636163
0.0,50,489.148319
-1.0,50,489.673013
-4.0,50,490.195167
-3.0,50,490.738615
-2.0,50,491.27462
-2.0,50,491.788507
-8.0,50,492.289607
-2.0,50,492.793292
-3.0,50,493.30772
-8.0,50,493.82339
-2.0,50,494.337113
-1.0,50,494.841099
-4.0,50,495.356067
-3.0,50,495.870763
-6.0,50,496.373235
-1.0,50,496.875083
-1.0,50,497.379876
-3.0,50,497.879371
-3.0,50,498.391544
-1.0,50,498.896347
-6.0,50,499.401617
-3.0,50,499.906373
-2.0,50,500.410638
-4.0,50,500.915345
-4.0,50,501.418087
-7.0,50,501.923327
-27.0,50,502.433946
-3.0,50,502.934641
-2.0,50,503.444037
-3.0,50,503.944562
-2.0,50,504.445998
-6.0,50,504.946745
-2.0,50,505.443204
-3.0,50,505.937067
-1.0,50,506.482027
-42.0,50,507.012493
-10.0,50,507.53695
-31.0,50,508.045568
-3.0,50,508.578296
-7.0,50,509.078516
-2.0,50,509.576128
-9.0,50,510.072997
0.0,50,510.571299
-17.0,50,511.080928
-3.0,50,511.577414
-2.0,50,512.075176
-3.0,50,513.093738
-5.0,50,513.598636
-45.0,50,514.107892
-2.0,50,514.621711
0.0,50,515.125677
-5.0,50,515.631649
-3.0,50,516.125214
-4.0,50,516.626826
-2.0,50,517.126788
-3.0,50,517.633691
-3.0,50,518.151682
-3.0,50,518.667357
-2.0,50,519.170947
-3.0,50,519.66777
-2.0,50,520.162501
-2.0,50,520.663496
-2.0,50,521.159103
-1.0,50,521.656136
-3.0,50,522.162498
-7.0,50,522.673821
-8.0,50,523.184902
-3.0,50,523.683329
-1.0,50,524.177853
-3.0,50,524.712869
-3.0,50,525.242023
-8.0,50,525.754738
-1.0,50,526.27363
0.0,50,526.798997
-3.0,50,527.337718
-3.0,50,527.871592
-3.0,50,528.415196
-3.0,50,528.943402
-3.0,50,529.470138
-2.0,50,529.969542
-1.0,50,530.472557
-1.0,50,530.972518
-16.0,50,531.476693
-2.0,50,531.973925
-31.0,50,532.465438
0.0,50,532.969261
-4.0,50,533.474016
-2.0,50,533.98023
-4.0,50,534.473342
-1.0,50,534.967089
-2.0,50,535.481198
-3.0,50,535.98445
-2.0,50,536.48725
-4.0,50,536.99792
-6.0,50,537.50423
0.0,50,538.009512
-7.0,50,538.512028
-2.0,50,539.0171
-2.0,50,539.511559
-1.0,50,540.003603
-5.0,50,540.495009
-2.0,50,540.991927
-11.0,50,541.498921
-3.0,50,542.005982
-2.0,50,542.497435
-2.0,50,543.004277
-7.0,50,543.494135
-8.0,50,543.989069
-3.0,50,544.497237
-2.0,50,544.986897
0.0,50,545.490777
-7.0,50,545.995931
-7.0,50,546.508562
-6.0,50,547.038405
-2.0,50,547.55708
-2.0,50,548.075807
0.0,50,548.590843
-2.0,50,549.124153
-3.0,50,549.670753
-5.0,50,550.202569
-1.0,50,550.715244
-2.0,50,551.23373
-4.0,50,551.744109
-1.0,50,552.256911
-5.0,50,552.786936
-3.0,50,553.31396
-2.0,50,553.833809
-3.0,50,554.361462
-1.0,50,554.883038
-2.0,50,555.401203
-2.0,50,555.922581
-3.0,50,556.437646
-2.0,50,556.965347
-3.0,50,557.477432
-1.0,50,557.993934
-3.0,50,558.506345
-3.0,50,559.014078
-2.0,50,559.543737
-2.0,50,560.063757
-2.0,50,560.582716
-3.0,50,561.104863
-3.0,50,561.621373
-3.0,50,562.140435
-4.0,50,562.653437
-2.0,50,563.175612
-2.0,50,563.70013
-2.0,50,564.216785
-8.0,50,564.731133
-3.0,50,565.257268
-2.0,50,565.777044
-5.0,50,566.309923
-18.0,50,566.855167
-3.0,50,567.374307
-14.0,50,567.913737
-12.0,50,568.437509
-3.0,50,568.952068
-2.0,50,569.456617
-3.0,50,569.955404
-43.0,50,570.460609
-1.0,50,570.956658
-2.0,50,571.461746
-5.0,50,571.967376
-4.0,50,572.472386
-2.0,50,572.967582
-2.0,50,573.470576
-7.0,50,573.980038
-3.0,50,574.485618
-3.0,50,574.9899
-3.0,50,575.497836
-3.0,50,576.015653
-3.0,50,576.533547
-3.0,50,577.037162
-3.0,50,577.536494
-1.0,50,578.030063
-1.0,50,578.525588
-10.0,50,579.022628
-3.0,50,579.538877
0.0,50,580.038011
-5.0,50,580.539288
-1.0,50,581.065612
-20.0,50,581.581519
-2.0,50,582.1104
-1.0,50,582.625926
-4.0,50,583.154258
-2.0,50,583.695948
-3.0,50,584.267279
-2.0,50,584.80768
-5.0,50,585.335058
-2.0,50,585.890359
-2.0,50,586.417263
-2.0,50,586.938196
-2.0,50,587.45567
-4.0,50,587.974112
-8.0,50,588.488008
-4.0,50,589.004045
-2.0,50,589.529841
-5.0,50,590.047123
-3.0,50,590.56415
-9.0,50,591.093576
